appid,type,genre,metacritic,recommendations
2021390,game,Action,,
2021400,,,,
2021410,game,Adventure,,
2021420,demo,,,
2021430,demo,,,
2021440,music,Free to Play,,
2021450,demo,,,
2021460,dlc,Casual,,
2021461,dlc,Casual,,
2021462,dlc,Casual,,
2021470,demo,,,
2021480,demo,,,
2021490,,,,
2021520,game,Adventure,,
2021530,game,Action,,
2021540,game,Indie,,
2021550,dlc,Action,,
2021560,dlc,Action,,
2021600,game,Adventure,,
2020630,game,Casual,103,
2020660,demo,,,
2020670,game,Action,,
2020700,demo,,,
2020710,game,Casual,932,
2020720,,,,
2020740,demo,,,
2020750,game,Adventure,,
2020760,,,,
2020770,game,Action,,
2020790,game,Adventure,,
2020810,,,,
2020820,demo,,,
2020830,,,,
2020840,game,Action,,
2020850,game,Action,,
2020860,game,Indie,406,
2020880,dlc,Action,,
2020890,demo,,,
2020900,,,,
2020920,game,Strategy,,
2020930,game,Adventure,,
2020940,,,,
2020950,game,Indie,,
2020980,music,,,
2021020,,,,
2021030,dlc,Casual,,
2021040,game,Action,,
2021050,game,Casual,,
2021060,game,,,
2021080,game,Indie,,
2021090,game,Adventure,,
2021100,music,,,
2020130,game,Action,,
2020140,demo,,,
2020150,demo,,,
2020180,game,Action,,
2020200,demo,,,
2020210,game,Casual,,
2020230,demo,,,
2020240,demo,,,
2020250,,,,
2020270,game,Casual,,
2020280,,,,
2020290,demo,,,
2020300,,,,
2020320,,,,
2020330,game,Action,,
2020340,game,Indie,,
2020350,,,,
2020360,demo,,,
2020370,demo,,,
2020380,game,Casual,,
2020390,,,,
2020400,game,Action,,
2020410,,,,
2020420,game,Action,,
2020430,game,Simulation,,
2020440,,,,
2020450,demo,,,
2020460,game,Action,,
2020480,game,Adventure,,
2020490,game,Adventure,,
2020500,game,Adventure,124,
2020510,game,Adventure,,
2020520,game,Adventure,141,
2020530,game,Adventure,,
2020540,game,Adventure,,
2020550,game,Adventure,,
2020570,game,Indie,,
2020580,,,,
2020590,game,Action,,
2020600,demo,,,
2020620,,,,
2019700,game,Action,,
2019710,game,Action,,
2019730,dlc,Utilities,,
2019750,,,,
2019760,game,Action,,
2019770,game,Casual,,
2019780,,,,
2019790,dlc,Indie,,
2019810,game,Adventure,852,
2019820,demo,,,
2019830,game,Adventure,,
2019840,game,Action,,
2019850,dlc,Adventure,,
2019860,game,Adventure,,
2019870,music,,,
2019880,music,,,
2019890,demo,,,
2019900,demo,,,
2019910,dlc,Strategy,,
2019911,dlc,Strategy,,
2019912,dlc,Strategy,,
2019913,dlc,Strategy,,
2019920,game,Casual,,
2019930,demo,,,76
2019940,game,,,
2019950,game,Action,,
2019970,,,,
2019980,game,Action,,
2019990,game,Action,,
2020010,demo,,,
2020020,game,,,
2020030,game,Adventure,199,
2020040,game,RPG,,
2020050,,,,
2020060,,,,
2020070,dlc,Free to Play,,
2020080,game,Casual,,
2020090,game,Adventure,,
2020100,,,,
2020110,music,,,
2020120,dlc,Adventure,,
2019190,,,,
2019200,game,Action,,
2019220,game,Strategy,,
2019240,game,Simulation,,
2019260,game,Action,,
2019270,game,Casual,,
2019340,game,Action,,
2019350,demo,,,
2019360,game,Casual,,
2019370,game,Casual,,
2019380,game,Casual,,
2019390,game,,,
2019400,demo,,,
2019410,,,,
2019430,demo,,,
2019440,,,,
2019450,demo,,,
2019460,game,,,
2019470,game,Action,,
2019480,,,,
2019490,demo,,,
2019500,demo,,,
2019510,music,,,
2019520,music,,,
2019530,demo,,,
2019540,demo,,,
2019560,demo,,,
2019570,game,Action,,
2019580,dlc,Simulation,,
2019600,demo,,,
2019620,game,Action,,
2019630,game,Casual,,
2019640,game,Action,,
2019650,game,Casual,,
2019670,game,Action,,
2019680,game,Casual,388,
2018690,,,,
2018700,game,Action,,
2018710,demo,,,
2018730,game,Strategy,,
2018740,game,Action,,
2018750,,,,
2018770,,,,
2018790,game,Action,,
2018800,demo,,,
2018810,game,Adventure,,
2018820,game,Action,,
2018830,game,Action,,
2018840,game,Free to Play,,
2018850,game,Indie,,
2018860,music,,,
2018870,game,Action,,
2018880,,,,
2018890,demo,,,
2018900,game,Action,,
2018920,demo,,,
2018930,game,Simulation,,
2018940,music,,,
2018950,dlc,Action,,
2018970,demo,,,
2018980,demo,,,
2019000,game,,,
2019010,game,Action,,
2019020,game,Action,,
2019030,,,,
2019040,,,,
2019050,game,Action,,
2019100,game,Adventure,,
2019110,game,Strategy,,
2019120,demo,,,
2019150,demo,,,
2019160,music,,,
2018230,game,Adventure,,
2018290,,,,
2018310,game,Action,,
2018320,game,Action,,
2018340,game,Action,,
2018350,game,Casual,,
2018360,,,,
2018370,game,Adventure,,
2018380,game,Action,,
2018390,,,,
2018400,,,,
2018410,game,,,
2018420,game,Action,,
2018470,demo,,,
2018490,game,Action,,
2018510,music,,,
2018520,game,Indie,,
2018530,game,Action,,
2018560,game,Action,,
2018590,,,,
2018610,game,Action,,
2018620,,,,
2018630,demo,,,
2018640,game,Casual,183,
2018650,,,,
2018680,demo,,,
2017730,game,Casual,,
2017760,dlc,Indie,,
2017770,dlc,Indie,,
2017780,dlc,Indie,,
2017790,game,Action,,
2017800,dlc,Indie,,
2017810,,,,
2017820,dlc,Indie,,
2017830,dlc,Indie,,
2017840,game,Action,,
2017850,demo,,,
2017870,game,Indie,,
2017890,game,Indie,156,
2017900,game,Action,,
2017910,game,Casual,,
2017920,game,Adventure,,
2017930,game,,,
2017950,game,Adventure,,
2017960,dlc,RPG,,
2017970,demo,,,
2017980,game,Indie,,
2018000,music,,,
2018010,dlc,Adventure,,
2018020,game,Action,,
2018030,game,Adventure,,
2018040,demo,,,
2018050,game,Action,,
2018070,music,,,
2018080,game,Adventure,,
2018090,,,,
2018100,dlc,Adventure,,
2018130,game,Indie,185,
2018140,game,Casual,,
2018150,,,,
2018160,dlc,Casual,,
2018170,demo,,,
2018180,,,,
2018190,game,Action,,
2018200,,,,
2017300,game,Action,,
2017310,,,,
2017320,,,,
2017330,game,Action,,
2017340,game,Action,,
2017370,game,Adventure,351,
2017380,game,Adventure,,
2017390,demo,,,
2017450,game,,,
2017460,game,Casual,,
2017470,,,,
2017480,game,Action,,
2017490,game,Casual,,
2017510,game,Adventure,,
2017520,game,Adventure,,
2017540,game,Casual,,
2017550,music,,,
2017570,music,,,
2017580,game,Free to Play,,
2017590,game,Indie,,
2017600,game,Adventure,,
2017610,game,Action,,
2017620,game,Adventure,,
2017630,game,Action,,
2017640,game,Simulation,,
2017650,demo,,,
2017660,demo,,,
2017680,game,,,
2017690,demo,,,
2017700,game,Casual,,
2017710,demo,,,
2016810,dlc,Simulation,,
2016820,game,Adventure,,
2016840,game,Adventure,,
2016850,dlc,Casual,,
2016860,demo,,,
2016870,demo,,,
2016880,,,,
2016890,dlc,RPG,,
2016900,game,Action,,
2016910,dlc,RPG,,
2016920,,,,
2016930,demo,,,
2016960,game,Action,,
2016980,game,Racing,,
2016990,demo,,,
2017000,game,Action,,
2017010,game,Adventure,,
2017020,game,Action,,
2017030,music,,,
2017040,game,Action,,
2017050,game,Adventure,,
2017060,game,Action,,
2017070,demo,,,78
2017090,game,Action,,
2017100,demo,,,
2017120,game,Adventure,,
2017130,game,Action,,
2017160,game,Casual,,
2017170,demo,,,
2017180,,,,
2017190,game,,,
2017200,game,Adventure,,
2017210,dlc,Simulation,,
2017220,dlc,Simulation,533,
2017230,game,Adventure,,
2017240,,,,
2017250,,,,
2017260,game,Adventure,,
2017270,game,Action,,
2017280,demo,,,
2017290,dlc,Simulation,,
2016310,dlc,Indie,,
2016340,demo,,,
2016350,game,Adventure,,
2016360,demo,,,
2016370,game,,412,
2016390,dlc,Indie,,
2016400,game,Adventure,,
2016410,game,Action,,
2016420,music,Indie,,
2016440,game,RPG,,
2016470,game,Action,,
2016510,game,Action,,
2016520,demo,,,
2016530,dlc,Casual,,
2016540,game,Indie,,
2016560,game,Action,,
2016580,game,Action,,
2016630,demo,,,
2016650,game,Indie,,
2016680,game,Action,,
2016690,game,Action,,
2016700,game,,,
2016710,demo,,,
2016790,dlc,Simulation,,
2016800,dlc,Simulation,,
2015810,music,,,
2015820,music,,,
2015830,game,Action,,
2015840,dlc,Action,205,
2015860,game,Adventure,,
2015870,demo,,,
2015880,dlc,Action,254,
2015890,music,,,
2015900,game,,,
2015920,,,,
2015930,dlc,Adventure,,
2015940,game,Adventure,,
2015950,game,Casual,,
2015960,game,Action,,
2015970,demo,,,
2015980,,,,
2016000,game,Action,,
2016020,game,Indie,,
2016030,dlc,Action,,
2016050,game,Action,,
2016060,game,Adventure,,
2016080,game,Indie,,
2016090,game,Strategy,,
2016100,game,Action,,
2016110,game,Action,,
2016140,game,Action,,
2016150,demo,,,
2016160,music,,,
2016170,game,Action,,
2016190,game,Adventure,,
2016200,music,,,
2016210,game,Action,,
2016220,game,Casual,144,
2016250,dlc,Adventure,,
2016260,music,,,
2016280,game,Casual,,
2016290,game,Action,,
2016300,game,Action,,
2015330,game,Action,,
2015340,demo,,,
2015360,game,Indie,,
2015390,demo,,,
2015400,,,,
2015420,mod,Action,,
2015430,game,Action,,
2015440,game,Action,,
2015450,game,Adventure,,
2015460,game,Action,,
2015470,game,Indie,,
2015480,game,Action,,
2015490,dlc,Adventure,,
2015500,game,Action,,
2015550,music,,,
2015570,demo,,,
2015590,,,,
2015610,game,Action,,
2015620,game,Action,470,
2015650,game,Indie,,
2015660,music,,,
2015670,game,Action,,
2015680,dlc,Action,185,
2015700,game,Adventure,,
2015730,demo,,,
2015740,game,Casual,,
2015750,game,Action,,
2015760,game,Action,,
2015800,,,,
2014840,game,Indie,,
2014870,game,Adventure,,
2014910,game,Casual,145,
2014930,game,Action,,
2014940,game,Action,,
2014950,game,Indie,,
2014980,game,Casual,,
2014990,game,Adventure,,
2015000,game,Adventure,,
2015040,game,Indie,,
2015060,demo,,,
2015080,game,Adventure,,
2015100,dlc,Casual,125,
2015140,game,Action,,
2015150,,,,
2015160,dlc,Action,,
2015170,game,Action,,
2015180,dlc,Action,268,
2015190,game,,,
2015200,game,Action,,
2015230,game,,,
2015260,game,Adventure,,
2015280,game,Adventure,,
2015290,,,,
2015300,,,,
2015310,game,,,
2014460,,,,
2014461,,,,
2014462,,,,
2014463,,,,
2014464,,,,
2014465,,,,
2014466,,,,
2014467,,,,
2014470,game,Adventure,,
2014480,game,Indie,,
2014490,dlc,Adventure,,
2014500,game,Action,,
2014510,game,Casual,,
2014520,game,Action,,
2014540,game,Action,,
2014550,game,Action,,
2014560,game,Indie,,
2014580,dlc,Adventure,,
2014590,music,,,
2014610,game,Action,,
2014620,game,Casual,,
2014640,demo,,,
2014650,game,Adventure,,
2014680,game,Action,,
2014700,demo,,,
2014710,demo,,,
2014730,,,,
2014740,game,Action,,
2014750,game,Action,,
2014770,game,Action,,
2014780,game,Simulation,2752,
2014790,dlc,Action,128,
2014800,,,,
2014820,game,,,
2013870,game,Indie,,
2013880,game,Action,,
2013890,demo,,,
2013900,game,Adventure,311,
2013910,music,,,
2013930,,,,
2013940,,,,
2013960,,,,
2013970,game,Indie,,
2013980,,,,
2013990,game,Strategy,,
2014010,dlc,Indie,,
2014090,game,,,
2014110,,,,
2014150,dlc,Action,,
2014160,game,Indie,,
2014180,game,Adventure,,
2014190,,,,
2014210,game,Adventure,,
2014220,game,Action,,
2014240,game,Adventure,,
2014250,demo,,,
2014260,,,,
2014270,game,Utilities,,
2014290,,,,
2014300,game,Adventure,,
2014310,,,,
2014320,,,,
2014330,game,Action,,
2014350,music,,,
2014360,game,,,
2014370,game,Casual,,
2014380,game,Adventure,345,
2014410,game,Action,,
2013410,demo,,,
2013420,game,Casual,,
2013440,game,Adventure,,
2013450,demo,,,
2013460,game,,,
2013470,demo,,,
2013480,game,Action,,
2013490,,,,
2013500,music,,,
2013510,demo,,,
2013520,dlc,Action,,
2013540,game,Action,,
2013550,,,,
2013560,demo,,,
2013570,demo,,,82
2013580,game,Casual,110,
2013600,dlc,Action,,
2013621,dlc,Action,,
2013640,game,Casual,,
2013650,game,Adventure,,
2013660,game,,,
2013670,game,Casual,,
2013710,,,,
2013712,dlc,Adventure,,
2013720,game,Action,,
2013730,game,Casual,,
2013740,game,Casual,,
2013750,,,,
2013770,game,Casual,,
2013780,game,Action,,
2013800,game,Action,,
2013810,,,,
2013840,,,,
2013860,game,Action,,
2012950,game,Action,,
2012970,dlc,Adventure,,
2012980,demo,,,
2012990,game,Adventure,,
2013000,,,,
2013010,game,Casual,,
2013030,game,Action,,
2013040,game,Action,,
2013060,game,Action,,
2013070,dlc,Adventure,,
2013080,game,Adventure,,
2013100,,,,
2013110,game,,,
2013120,game,Adventure,139,
2013130,game,Action,,
2013150,game,Action,,
2013160,,,,
2013170,game,Action,,
2013180,game,Casual,,
2013200,demo,,,
2013230,game,,,
2013240,game,Casual,834,
2013260,,,,
2013270,game,Adventure,,
2013280,game,,,
2013290,dlc,Casual,,
2013300,game,Action,202,67
2013310,demo,,,
2013340,,,,
2013350,demo,,,
2013390,demo,,,
2012440,game,Adventure,,
2012450,game,Casual,,
2012460,music,,,
2012480,,,,
2012500,game,Indie,,
2012520,game,Action,,
2012530,game,Adventure,,
2012540,game,Adventure,102,
2012570,game,Adventure,,
2012590,game,Action,,
2012610,game,Strategy,,
2012620,game,Casual,,
2012630,game,Casual,,
2012640,demo,,,
2012650,game,Action,,
2012690,game,Action,,
2012710,game,,,
2012720,game,Adventure,,
2012740,game,Action,,
2012750,music,,,
2012780,dlc,Adventure,,
2012790,game,Casual,,
2012810,,,,
2012820,game,Action,,
2012830,game,Action,,
2012840,game,Action,,
2012860,,,,
2012870,,,,
2012890,game,Casual,,
2012910,game,Indie,,
2012920,demo,,,
2011960,game,Action,,
2011970,music,,,
2011980,dlc,Strategy,,
2012000,game,Adventure,,
2012010,dlc,Simulation,364,
2012020,game,Indie,,
2012030,game,Action,,
2012040,game,Action,,
2012050,game,,,
2012060,demo,,,
2012070,game,Action,,
2012090,dlc,RPG,,
2012100,game,Casual,,
2012110,,,,
2012130,demo,,,
2012140,game,Indie,110,
2012150,,,,
2012170,game,Action,,
2012180,dlc,Adventure,,
2012190,game,Simulation,,
2012200,game,,,
2012210,demo,,,
2012230,,,,
2012240,dlc,Casual,,
2012270,game,Action,,
2012280,demo,,,
2012290,game,Indie,,
2012320,game,Adventure,,
2012340,game,Action,,
2012350,demo,,,
2012370,demo,,,
2012390,game,Casual,,
2012400,demo,,,
2011633,dlc,Action,,
2011634,dlc,Action,,
2011635,dlc,Action,,
2011636,dlc,Action,,
2011637,dlc,Action,,
2011638,dlc,Action,,
2011639,dlc,Action,,
2011640,game,Adventure,,
2011650,game,Action,,
2011660,,,,
2011670,demo,,,
2011680,demo,,,
2011700,dlc,Action,,
2011701,dlc,Action,,
2011702,dlc,Action,,
2011703,dlc,Action,,
2011704,dlc,Action,,
2011705,dlc,Action,,
2011706,dlc,Action,,
2011707,dlc,Action,,
2011708,dlc,Action,,
2011709,dlc,Action,,
2011710,dlc,Action,,
2011730,game,Casual,,
2011750,game,Casual,,
2011800,demo,,,
2011810,dlc,Adventure,,
2011820,dlc,Action,,
2011821,dlc,Action,,
2011823,dlc,Action,,
2011824,dlc,Action,,
2011840,game,Adventure,,
2011850,dlc,Simulation,,
2011860,game,Action,108,
2011870,game,Casual,,
2011890,,,,
2011900,game,Action,,
2011910,game,Strategy,,
2011930,demo,,,
2011320,game,Adventure,,
2011330,game,Action,,
2011340,game,Casual,,
2011370,game,,,
2011380,demo,,,
2011390,demo,,,
2011400,game,Action,,
2011440,game,Action,,
2011450,demo,,,
2011460,game,Action,,
2011470,game,Casual,3273,
2011480,game,Action,,
2011490,dlc,Action,,
2011491,dlc,Action,,
2011492,dlc,Action,,
2011493,dlc,Action,,
2011494,dlc,Action,,
2011500,dlc,Action,,
2011501,dlc,Action,,
2011502,dlc,Action,,
2011503,dlc,Action,,
2011504,dlc,Action,,
2011510,dlc,Simulation,,
2011550,game,Casual,,
2011560,dlc,Simulation,,
2011580,dlc,Adventure,,
2011590,dlc,Simulation,,
2011600,demo,,,
2011610,game,Action,,
2011620,dlc,Casual,,
2011621,dlc,Casual,,
2011622,dlc,Casual,,
2011623,dlc,Casual,,
2011624,dlc,Casual,,
2011625,dlc,Casual,,
2011630,dlc,Action,,
2011631,dlc,Action,,
2011632,dlc,Action,,
2010810,demo,,,
2010830,game,Casual,,
2010840,game,,,
2010860,demo,,,
2010870,game,RPG,,
2010900,game,Indie,,
2010920,game,Casual,,
2010940,demo,,,
2010950,game,,,
2010960,game,Free to Play,,
2010980,game,Adventure,,
2011040,music,,,
2011050,demo,,,
2011080,game,Casual,,
2011090,demo,,,
2011100,game,Action,,
2011110,game,Action,,
2011130,game,Casual,,
2011140,game,Casual,,
2011160,game,Casual,,
2011170,game,Action,,
2011180,game,RPG,,
2011190,game,Casual,,
2011210,game,Action,,
2011230,game,Casual,,
2011240,game,Casual,,
2011280,demo,,,
2011290,,,,
2010310,game,Action,,
2010330,demo,,,
2010340,game,Action,,
2010360,game,Indie,,
2010370,game,Casual,306,
2010380,game,Adventure,,
2010390,game,Adventure,,
2010400,game,Indie,,
2010410,game,Action,,
2010420,game,Action,,
2010430,demo,,,
2010440,game,Adventure,,
2010450,game,Action,,
2010460,game,Adventure,,
2010480,game,,,
2010500,game,Action,,
2010510,game,Casual,,
2010530,game,Casual,,
2010540,game,Casual,,
2010550,game,,,
2010560,game,Action,,
2010590,demo,,,
2010610,music,,,
2010670,dlc,Casual,,
2010690,game,Action,,
2010700,game,Action,,
2010710,game,Adventure,,
2010720,game,Adventure,,
2010740,game,Adventure,,
2010760,music,,,
2010780,dlc,Casual,,
2010790,game,Adventure,,
2009800,game,Casual,,
2009810,,,,
2009820,music,,,
2009830,game,Action,,
2009840,game,Action,,
2009850,game,Casual,,
2009860,game,Casual,310,
2009870,demo,,,
2009880,dlc,Design & Illustration,,
2009890,dlc,RPG,,
2009900,dlc,RPG,,
2009910,demo,,,
2009920,game,Casual,,
2009930,game,Action,,
2009940,game,RPG,,
2009950,game,Adventure,,
2009960,music,,,
2010000,game,Action,,
2010020,music,,,
2010030,game,Adventure,,
2010090,demo,,,
2010110,game,Action,,
2010130,dlc,Action,,
2010140,dlc,Casual,,
2010150,game,Action,,
2010160,game,Action,,
2010170,game,Action,,
2010180,music,Action,,
2010190,,,,
2010200,game,Action,,
2010210,game,Adventure,,
2010220,game,Adventure,,
2010230,demo,,,
2010240,game,Action,,
2010250,game,Casual,,
2009390,game,Massively Multiplayer,,
2009400,music,,,
2009420,game,Action,,
2009440,demo,,,
2009450,game,Action,,
2009460,game,Action,,
2009470,game,Action,,
2009480,dlc,Casual,,
2009500,game,Indie,,
2009510,game,Casual,,
2009522,dlc,Simulation,,
2009523,dlc,Simulation,,
2009525,dlc,Simulation,,
2009527,dlc,Simulation,,
2009528,dlc,Simulation,,
2009529,dlc,Simulation,,
2009530,dlc,Action,,
2009550,dlc,Simulation,169,
2009560,game,Action,,
2009590,,,,
2009600,dlc,Simulation,,
2009620,game,Action,,
2009630,dlc,Action,,
2009640,dlc,Action,,
2009650,game,Action,,
2009660,,,,
2009670,game,Adventure,,
2009680,,,,
2009690,demo,,,
2009700,demo,,,
2009710,,,,
2009720,game,Action,,
2009730,game,Adventure,,
2009740,dlc,Action,,
2009770,game,Action,,
2009780,game,Strategy,,
2008901,dlc,Action,,
2008902,dlc,Action,,
2008920,game,Adventure,,
2008930,game,Adventure,,
2008940,demo,,,
2008950,game,Indie,,
2008960,dlc,Indie,,
2008970,,,,
2008980,game,Action,324,
2008990,game,Adventure,,
2009000,music,,,
2009010,game,Adventure,520,
2009030,game,,,
2009040,dlc,Indie,,
2009050,,,,
2009060,,,,
2009070,dlc,Indie,,
2009090,dlc,Indie,,
2009100,game,Action,1374,
2009120,dlc,Design & Illustration,,
2009130,music,,,
2009140,dlc,Indie,,
2009150,demo,,,
2009170,dlc,Adventure,,
2009180,dlc,Casual,,
2009220,game,Action,,
2009250,demo,,,
2009260,,,,
2009270,dlc,Casual,,
2009290,demo,,,
2009300,game,Action,,
2009310,game,Action,,
2009340,game,Strategy,,
2009350,game,Adventure,979,
2009360,game,Action,,
2009380,game,Action,181,
2008410,game,Action,,
2008420,game,Action,,
2008440,game,Adventure,,
2008450,game,Action,,
2008460,game,Action,,
2008480,game,Action,,
2008510,game,Action,227,
2008520,,,,
2008530,game,Action,,
2008540,demo,,,
2008560,game,Adventure,,
2008580,demo,,,
2008600,game,Adventure,,
2008610,dlc,Adventure,,
2008620,demo,,,
2008630,dlc,Indie,,
2008650,game,Simulation,,
2008660,,,,
2008670,game,Action,,
2008680,demo,,,
2008690,demo,,,
2008710,dlc,Indie,,
2008810,dlc,Indie,,
2008820,game,Action,,
2008830,dlc,Indie,,
2008850,game,Casual,,
2008860,game,Adventure,,
2008870,game,Adventure,,
2008890,game,,,
2008900,dlc,Action,,
2007990,music,,,
2008010,game,Casual,,
2008030,,,,
2008040,game,Action,,
2008050,game,Indie,166,
2008060,game,Action,,
2008100,game,Simulation,511,
2008110,game,Adventure,,
2008120,game,Casual,,
2008130,music,,,
2008140,,,,
2008150,demo,,,
2008160,,,,
2008180,dlc,Indie,,
2008190,,,,
2008210,dlc,Indie,,
2008220,game,Action,,
2008260,game,Casual,,
2008270,game,Action,,
2008280,game,Indie,,
2008290,dlc,Action,,
2008330,game,Action,,
2008340,demo,,,
2008350,game,Action,,
2008360,demo,,,
2008400,dlc,Simulation,291,
2007480,game,Adventure,,
2007510,dlc,Casual,,
2007520,game,Action,,
2007530,game,Action,1120,
2007540,,,,
2007550,music,,,
2007560,game,,,
2007570,game,Adventure,,
2007590,game,Action,,
2007600,demo,,,
2007630,game,,,
2007650,demo,,,
2007660,demo,,,
2007670,music,,,
2007700,game,Casual,,
2007710,game,Casual,119,
2007720,dlc,Action,,
2007740,game,Action,,
2007760,dlc,Casual,,
2007790,game,Casual,,
2007810,demo,,,
2007820,dlc,Action,,
2007830,demo,,,
2007920,game,Simulation,,
2007930,game,Adventure,165,
2007940,game,Action,,
2006980,demo,,,
2006990,game,Adventure,,
2007000,game,Action,,
2007010,game,Action,,
2007020,game,,,
2007030,game,Casual,,
2007040,dlc,Indie,,
2007050,game,Casual,,
2007060,game,Adventure,,
2007070,game,Simulation,,
2007080,game,Casual,,
2007090,demo,,,
2007100,game,Action,,
2007120,game,Action,,
2007130,game,Casual,,
2007150,game,Simulation,,
2007160,dlc,Indie,,
2007180,game,Casual,,
2007190,dlc,Indie,,
2007200,demo,,,
2007210,dlc,Casual,,
2007230,demo,,,
2007240,game,Adventure,,
2007270,game,Adventure,,
2007280,game,Action,,
2007290,demo,,,
2007300,game,Adventure,,
2007310,,,,
2007330,,,,
2007340,demo,,,
2007350,game,Free to Play,,
2007370,dlc,Adventure,,
2007390,game,Casual,,
2007410,game,Adventure,,
2007420,game,Animation & Modeling,,
2007430,game,Action,,
2007440,music,,,
2007450,dlc,Casual,,
2007460,game,RPG,,
2007470,game,Casual,,
2006520,game,Casual,,
2006530,game,Adventure,,
2006540,game,Adventure,,
2006560,game,Adventure,,
2006570,game,Adventure,,
2006580,game,Action,,
2006590,demo,,,
2006640,game,Action,,
2006660,game,,,
2006680,demo,,,
2006690,game,Action,,
2006700,game,Action,,
2006711,dlc,Casual,,
2006712,dlc,Casual,,
2006713,dlc,Casual,,
2006714,dlc,Casual,,
2006730,game,Action,,
2006770,game,Indie,,
2006780,,,,
2006810,,,,
2006820,music,,,
2006830,game,Action,,
2006840,game,Action,,
2006850,demo,,,
2006860,game,,,
2006870,dlc,Strategy,,
2006880,,,,
2006890,dlc,Indie,,
2006900,dlc,Indie,,
2006910,demo,,,
2006940,game,,,
2006030,dlc,Action,,
2006070,game,Action,,
2006080,game,Adventure,,
2006090,game,Action,,
2006100,,,,
2006120,game,Adventure,,
2006150,,,,
2006170,game,Strategy,,
2006180,game,Action,,
2006190,game,Action,,
2006200,game,Action,,
2006210,game,Action,,
2006230,dlc,Adventure,,
2006240,,,,
2006260,game,Action,,
2006270,demo,,,
2006300,game,Casual,,
2006310,game,Casual,,
2006330,game,Action,,
2006340,game,Casual,,
2006360,game,Action,,
2006390,game,Action,,
2006400,dlc,Simulation,,
2006410,dlc,Simulation,,
2006420,dlc,Simulation,,
2006430,game,Indie,,
2006440,game,Action,,
2006450,game,Action,,
2006460,game,Action,,
2006470,game,RPG,,
2006490,game,Action,,
2005590,game,,,
2005600,,,,
2005620,,,,
2005630,game,Adventure,,
2005640,game,Adventure,,
2005650,game,,,
2005660,game,Indie,201,
2005670,game,Action,,
2005680,game,Action,,77
2005690,game,Action,,
2005710,game,Action,,
2005750,game,Action,,
2005780,game,Casual,,
2005790,game,Adventure,,
2005800,game,Casual,,
2005820,game,Casual,,
2005840,demo,,,
2005870,game,RPG,,
2005890,,,,
2005900,game,Adventure,,
2005910,game,Sports,,
2005930,game,Action,,
2005940,demo,,,
2005950,game,Action,,
2005972,dlc,Action,,
2005983,dlc,Action,622,
2005984,dlc,Action,,
2005990,game,Adventure,,
2006010,dlc,Action,,
2005110,dlc,Action,,
2005120,game,,,
2005130,dlc,Adventure,,
2005140,game,,,
2005150,game,Casual,,
2005160,game,Casual,1036,
2005200,,,,
2005210,game,Action,443,
2005220,game,Adventure,,
2005230,game,Action,,
2005240,game,Action,,
2005250,dlc,Adventure,,
2005260,game,Adventure,,
2005280,music,,,
2005290,game,Casual,,
2005310,dlc,Action,,
2005311,dlc,Action,,
2005320,game,Adventure,,
2005340,dlc,RPG,,
2005341,dlc,RPG,,
2005350,game,RPG,,
2005360,game,,,
2005380,game,Action,,
2005390,game,Action,,
2005400,game,Action,,
2005410,game,Casual,,
2005430,game,Indie,,
2005450,demo,,,
2005490,game,Action,,
2005520,dlc,Action,,
2005570,game,Casual,,
2005580,game,Action,,
2004610,game,Adventure,,
2004620,demo,,,
2004640,game,Action,298,
2004650,game,Adventure,,
2004660,music,,,
2004670,game,Action,,
2004690,,,,
2004700,game,Action,,
2004710,game,Action,,
2004720,demo,,,
2004730,game,Action,,
2004740,dlc,Indie,,
2004750,demo,,,
2004760,dlc,Casual,,
2004770,game,Adventure,,
2004790,music,,,
2004870,game,Adventure,,
2004880,game,Adventure,,
2004890,game,Adventure,,
2004950,music,,,
2004960,game,Action,,
2004970,game,Indie,,
2004980,game,Adventure,,
2004990,game,Action,,
2005000,game,Action,,
2005020,game,Action,,
2005050,game,Action,,
2005070,game,Action,,
2005080,game,Casual,,
2005090,game,Action,,
2004200,game,Casual,,
2004210,dlc,Indie,1375,
2004220,game,Casual,,
2004230,dlc,Simulation,,
2004240,dlc,Simulation,,
2004260,dlc,Action,,
2004261,dlc,Action,,
2004290,game,Free to Play,,
2004300,game,Strategy,,
2004310,,,,
2004320,game,Indie,,
2004330,music,,,
2004350,,,,
2004360,game,Action,125,
2004370,game,Action,,
2004380,game,Action,,
2004390,game,Action,,
2004400,demo,,,
2004420,music,,,
2004430,game,Adventure,,
2004440,game,Casual,171,
2004450,,,,
2004460,dlc,Adventure,,
2004470,demo,,,
2004490,game,Action,,
2004500,game,Action,,
2004520,game,Action,,
2004540,game,Action,,
2004560,,,,
2004600,dlc,Action,,
2004601,,,,
2004602,,,,
2004603,,,,
2004604,,,,
2004605,,,,
2004606,dlc,Action,,
2004607,dlc,Action,,
2003740,game,Casual,,
2003750,game,Action,,
2003760,game,Casual,,
2003770,game,Indie,,
2003780,demo,,,
2003790,dlc,Design & Illustration,,
2003791,dlc,Design & Illustration,,
2003800,game,Adventure,,
2003820,,,,
2003830,dlc,RPG,,
2003831,dlc,RPG,,
2003832,dlc,RPG,,
2003840,game,Adventure,,
2003850,demo,,,
2003860,dlc,Simulation,,
2003870,game,Action,,
2003880,game,Action,,
2003890,,,,
