appid,type,genre,metacritic,recommendations
2528490,game,,,
2528500,music,,,
2527520,demo,,,
2527540,game,Adventure,,
2527550,game,Indie,,
2527560,game,,,
2527580,game,Action,,
2527590,demo,,,
2527600,game,Adventure,,
2527610,game,Action,,
2527620,music,,,
2527640,game,Adventure,,
2527660,game,Action,148,
2527670,game,Adventure,,
2527680,dlc,RPG,,
2527690,game,Casual,,
2527700,game,Adventure,,
2527710,game,Action,,
2527740,game,,,
2527750,game,Action,,
2527760,game,Casual,,
2527770,game,,,
2527820,dlc,Simulation,,
2527830,dlc,Simulation,,
2527840,game,Adventure,,
2527850,game,Action,,
2527880,game,Action,,
2527890,game,Casual,,
2527940,game,Action,,
2527950,game,,,
2527970,game,Action,,
2527980,game,Casual,,
2528000,game,Action,,
2527030,game,Adventure,,
2527040,game,Casual,,
2527050,game,Action,,
2527060,dlc,Indie,,
2527080,game,Action,,
2527120,dlc,Adventure,,
2527140,game,Action,,
2527160,game,Adventure,,
2527170,game,Casual,,
2527180,,,,
2527190,demo,,,
2527200,demo,,,
2527210,demo,,,
2527220,,,,
2527230,,,,
2527260,game,Indie,,
2527270,game,RPG,,
2527280,demo,,,
2527300,game,Indie,,
2527310,game,Adventure,,
2527320,game,Casual,,
2527340,game,Indie,,
2527350,game,Indie,,
2527360,game,Action,,
2527370,game,Adventure,,
2527380,game,Animation & Modeling,,
2527400,game,Indie,,
2527420,game,Action,,
2527430,,,,
2527460,game,Adventure,,
2527500,game,Adventure,,
2526500,game,Indie,,
2526510,game,Action,,
2526520,game,Action,,
2526530,dlc,Action,,
2526540,dlc,Action,,
2526550,dlc,Action,,
2526580,game,Action,,
2526600,game,Action,,
2526610,game,Action,,
2526620,game,Action,,
2526640,dlc,Adventure,,
2526650,dlc,Adventure,,
2526660,dlc,Casual,,
2526670,game,Casual,,
2526690,game,,,
2526710,demo,,,
2526730,game,,,
2526840,dlc,Casual,,
2526850,game,Action,,
2526860,game,Action,,
2526870,demo,,,
2526880,game,Action,,
2526930,dlc,Adventure,,
2526940,game,Adventure,,
2526960,dlc,Indie,,
2526980,dlc,Indie,,
2526990,game,Casual,,
2525990,game,Action,,
2526010,game,Action,,
2526040,game,Adventure,,
2526060,game,Action,,
2526070,game,Adventure,,
2526080,game,Action,,
2526100,demo,,,
2526110,dlc,Strategy,,
2526120,demo,,,
2526140,game,Casual,,
2526150,game,Action,,
2526160,game,Adventure,,
2526170,demo,,,
2526210,game,Action,,
2526220,game,Adventure,,
2526230,demo,,,
2526270,game,Adventure,,
2526300,game,RPG,,
2526320,game,,,
2526340,music,,,
2526350,music,,,
2526360,game,Action,,
2526370,game,Action,,
2526380,game,RPG,,
2526390,game,Action,,
2526400,game,,,
2526410,game,Action,,
2526420,game,,,
2526440,,,,
2526450,game,Action,,
2526480,demo,,,
2526490,game,Indie,,
2525490,game,Casual,,
2525500,demo,,,
2525520,demo,,,
2525530,game,Action,,
2525550,game,Indie,,
2525560,game,Indie,,
2525570,game,Adventure,,
2525580,game,Casual,,
2525610,demo,,,
2525620,game,Action,,
2525630,game,Action,,
2525650,game,Action,,
2525660,game,Action,,
2525670,dlc,RPG,,86
2525680,game,Action,124,
2525690,game,Action,,
2525710,game,,,
2525720,game,Adventure,,
2525730,dlc,Adventure,,
2525740,music,,,
2525750,game,RPG,,
2525810,game,Adventure,,
2525830,game,Indie,,
2525870,game,Action,,
2525880,game,Massively Multiplayer,,
2525940,game,Action,,
2525950,game,Indie,,
2525960,dlc,RPG,,
2525970,dlc,Indie,,
2525980,dlc,Action,,
2524980,game,Action,,
2525020,demo,,,
2525030,demo,,,
2525040,game,Action,,
2525110,game,Indie,,
2525120,game,Action,,
2525130,game,Strategy,,
2525140,game,Action,,
2525170,game,Adventure,,
2525180,dlc,Adventure,,
2525210,game,Action,,
2525230,game,Adventure,167,
2525270,game,Adventure,,
2525280,dlc,Adventure,,
2525290,demo,,,
2525300,game,Action,,
2525340,music,,,
2525370,dlc,Adventure,,
2525400,demo,,,
2525410,game,Adventure,,
2525420,game,Casual,,
2525440,game,Action,,
2525450,game,Adventure,,
2525470,dlc,Adventure,,
2525480,game,,,
2524480,game,Casual,236,
2524490,game,Action,,
2524530,game,Action,,
2524540,game,,,
2524570,game,Strategy,,
2524580,game,Action,,
2524590,game,Action,,
2524610,game,Action,127,
2524620,demo,,,
2524630,game,Action,,
2524640,music,,,
2524650,game,Adventure,,
2524670,music,,,
2524690,demo,,,
2524700,game,Adventure,,
2524710,game,Action,,
2524720,game,Action,,
2524730,dlc,RPG,,
2524740,game,Indie,,
2524750,game,,,
2524760,,,,
2524780,game,Adventure,,
2524790,game,,,
2524800,dlc,Racing,,
2524810,dlc,Racing,,
2524820,dlc,Racing,,
2524840,dlc,Adventure,,
2524860,game,Casual,,
2524870,game,Adventure,,
2524890,game,Action,,
2524900,demo,,,
2524910,dlc,Action,,
2524920,game,Action,,
2524930,game,Adventure,,
2524950,game,Action,,
2524960,music,,,
2523970,,,,
2523980,game,Casual,,
2524000,game,RPG,,
2524010,game,Casual,,
2524030,dlc,Action,168,
2524040,dlc,Action,334,
2524050,dlc,Action,218,
2524090,dlc,Action,,
2524110,dlc,Action,,
2524140,demo,,,
2524150,game,Adventure,,
2524170,game,Action,,
2524180,game,Casual,,
2524190,game,Adventure,,
2524200,game,Adventure,,
2524210,demo,,,
2524240,dlc,Simulation,,
2524270,game,Casual,,
2524290,game,Action,,
2524300,game,RPG,,
2524340,game,Action,,
2524350,demo,,,
2524370,dlc,Simulation,,
2524380,dlc,Simulation,,
2524390,dlc,Simulation,,
2524400,game,RPG,,
2524410,game,Casual,,
2524420,game,Casual,,
2524430,demo,,,
2524440,demo,,,92
2524470,music,,,
2523430,game,Adventure,,
2523440,game,Adventure,,
2523450,game,Action,,
2523460,game,Action,,
2523490,game,,,
2523500,game,Casual,,
2523510,game,Action,,
2523530,game,Action,,
2523540,demo,,,
2523550,game,Adventure,,
2523560,dlc,Indie,,
2523570,game,,,
2523620,game,Casual,,
2523630,game,Casual,,
2523640,game,Action,,
2523650,game,Action,,
2523680,dlc,Action,,
2523780,game,Action,,
2523790,dlc,Indie,,
2523800,game,Action,,
2523820,game,Adventure,,
2523910,game,Adventure,101,
2523930,game,Action,,
2523940,,,,
2523960,game,Action,,
2522890,music,,,
2522900,game,Action,,
2522910,dlc,Indie,,
2522920,game,Casual,,
2522940,game,Action,,
2522950,demo,,,
2522970,game,Action,,
2522990,dlc,Simulation,,
2523020,dlc,Casual,,
2523070,game,Adventure,,
2523090,game,Casual,,
2523100,game,Action,,
2523120,game,Adventure,270,
2523130,music,,,
2523140,dlc,Indie,,
2523150,game,Action,,
2523160,game,Casual,,
2523180,dlc,RPG,,
2523210,dlc,Action,,
2523220,dlc,Action,,
2523230,dlc,Action,,
2523250,game,Action,,
2523260,game,,,
2523280,music,,,
2523290,,,,
2523320,game,Adventure,,
2523340,game,Casual,,
2523360,game,Casual,,
2523390,game,Casual,,
2522410,game,Action,,
2522430,game,Action,,
2522440,game,Action,,
2522450,game,Action,,
2522490,music,,,
2522510,game,,,
2522530,game,Action,,
2522540,dlc,Adventure,,
2522550,game,Casual,,
2522560,game,Adventure,,
2522570,game,Action,,
2522580,dlc,Casual,,
2522590,game,Action,,
2522620,game,Casual,,
2522630,game,Adventure,,
2522640,game,,,
2522650,game,Action,,
2522660,game,Adventure,,
2522670,game,Action,,
2522700,music,,,
2522720,demo,,,
2522730,demo,,,
2522740,game,Casual,,
2522760,game,Adventure,,
2522780,game,Action,,
2522840,dlc,Indie,,
2522850,game,Adventure,,
2522870,game,Action,,
2522880,game,Casual,,
2521860,dlc,Action,,
2521890,game,Adventure,,
2521910,game,Adventure,,
2521920,game,Action,,
2521940,game,Casual,,
2521950,game,Action,,
2521970,game,RPG,,
2521980,dlc,Indie,,
2522000,dlc,Action,,
2522010,dlc,Indie,,
2522040,game,Indie,,
2522050,demo,,,
2522060,game,Adventure,,
2522070,demo,,,
2522080,dlc,Indie,,
2522090,dlc,Action,,
2522100,dlc,Action,,
2522110,demo,,,
2522120,game,Action,,
2522160,game,Action,,
2522190,game,Action,,
2522200,game,Adventure,,
2522210,game,Action,,
2522230,,,,
2522240,demo,,,
2522260,demo,,,
2522270,game,Indie,,
2522280,game,RPG,,
2522290,game,Action,,
2522300,game,Action,,
2522350,game,Indie,,
2522360,game,Action,,
2522370,game,Adventure,,
2521390,game,Action,,
2521400,game,Adventure,,
2521410,dlc,Adventure,,
2521440,music,,,
2521450,game,Action,,
2521460,game,Action,,
2521470,game,Action,,
2521480,game,Adventure,,
2521490,game,Action,,
2521500,game,Action,,
2521510,game,Action,,
2521520,demo,,,
2521530,game,Action,,
2521550,game,Casual,,
2521560,game,Action,,
2521600,game,Adventure,,
2521630,game,Indie,,
2521650,game,Indie,,
2521660,game,Action,,
2521670,game,Adventure,,
2521690,,,,
2521700,dlc,Action,,
2521730,game,Indie,,
2521740,game,Action,,
2521750,demo,,,
2521760,game,Adventure,,
2521800,game,Action,,
2521840,demo,,,
2521850,dlc,Action,,
2520860,game,Adventure,,
2520870,game,Casual,,
2520880,game,Adventure,,
2520890,game,Action,,
2520900,game,Indie,,
2520920,game,Indie,,
2520930,game,Adventure,,
2520940,game,Adventure,,
2520950,game,Adventure,,
2520960,game,Action,,
2520990,game,,,
2521010,game,Action,,
2521020,game,Action,,
2521030,dlc,Action,,
2521070,game,Action,,
2521080,music,Action,,
2521100,game,Adventure,,
2521110,game,Casual,,
2521140,game,Action,,
2521150,game,Casual,,
2521160,game,Adventure,,
2521180,game,Adventure,523,
2521190,game,Adventure,,
2521200,game,Action,,
2521230,game,Action,,
2521240,game,Action,,
2521250,game,Action,,
2521270,game,Action,,
2521280,demo,,,
2521290,music,,,
2521300,dlc,Adventure,,
2521310,game,,,
2521330,game,Casual,,
2521340,dlc,Adventure,,
2521350,game,Action,,
2520430,game,Action,,
2520440,game,,,
2520450,game,Action,,
2520460,game,Action,,
2520480,game,Action,,
2520490,game,Casual,,
2520520,game,Action,,
2520530,game,Action,,
2520550,demo,,,
2520560,game,Action,,
2520570,game,Action,,
2520580,game,Action,,
2520590,game,Simulation,,
2520600,game,Action,,
2520610,game,Action,,
2520630,game,Casual,,
2520660,game,Casual,,
2520670,game,Adventure,,
2520690,game,Action,,
2520720,game,,,
2520760,game,Action,,
2520770,game,Adventure,,
2520780,game,Indie,,
2520810,demo,,,
2520820,game,Utilities,,
2519860,game,Adventure,,
2519880,game,Action,,
2519910,game,Casual,,
2519920,demo,,,
2519930,game,Casual,,
2519940,game,Adventure,,
2519950,game,,,
2519960,dlc,Action,,
2519970,game,Casual,,
2519980,game,Action,,
2519990,game,RPG,,
2520000,game,Action,,
2520010,game,Action,,
2520020,demo,,,
2520030,game,Casual,,
2520060,demo,,,
2520070,demo,,,
2520080,game,,,
2520090,game,,,
2520100,game,Action,,
2520110,game,Adventure,,
2520130,game,Indie,,
2520150,dlc,Action,,
2520180,game,Adventure,,
2520190,game,Casual,,
2520200,dlc,Action,,
2520240,game,Action,,
2520250,game,Casual,,
2520260,dlc,Adventure,,
2520270,dlc,Casual,,
2520280,game,Adventure,,
2520290,dlc,Adventure,,
2520300,demo,,,
2520310,game,Action,,
2520320,game,Action,,
2520330,demo,,,
2519360,,,,
2519370,game,Action,,
2519380,game,Casual,,
2519400,game,Action,,
2519420,game,Adventure,,
2519440,game,Action,,
2519450,game,Indie,,
2519470,game,Action,,
2519510,game,Indie,,
2519520,game,Adventure,,
2519550,game,RPG,,
2519560,game,Action,,
2519570,game,Casual,,
2519580,game,Casual,,
2519630,,,,
2519650,game,Action,,
2519670,game,Adventure,,
2519680,demo,,,
2519700,game,Action,,
2519720,dlc,Action,,
2519770,demo,,,
2519780,music,,,
2519790,game,Action,,
2519800,,,,
2519820,music,,,
2519830,game,Casual,,
2519850,game,Action,,
2518830,dlc,Action,,
2518840,dlc,Action,,
2518850,dlc,Action,,
2518900,game,Adventure,182,
2518910,game,Action,,
2518940,game,Casual,,
2518950,dlc,Simulation,,
2518960,game,Action,416,
2518970,game,Action,,
2518990,game,Action,,
2519000,demo,,,
2519010,game,Action,,
2519070,,,,
2519090,,,,
2519100,,,,
2519120,dlc,Action,,
2519130,dlc,Action,,
2519140,dlc,Action,,
2519150,dlc,Action,,
2519170,game,Action,,
2519190,game,Action,,
2519210,,,,
2519220,game,Action,,
2519240,game,Adventure,,
2519260,game,Casual,,
2519280,game,Free to Play,,
2519310,game,Action,,
2519330,dlc,Action,,
2518330,game,Adventure,,
2518350,game,Casual,,
2518370,,,,
2518380,,,,
2518390,dlc,Racing,,
2518400,game,,,
2518420,game,Casual,,
2518430,game,Action,,
2518450,demo,,,
2518460,game,Action,,
2518470,demo,,,
2518480,game,Action,,
2518490,game,Indie,,
2518520,game,Casual,,
2518540,game,Adventure,,
2518550,game,Casual,,
2518560,game,Action,,
2518580,dlc,Indie,,
2518590,game,Adventure,,
2518600,game,Adventure,,
2518620,demo,,,
2518650,dlc,Indie,,
2518660,game,Casual,,
2518680,game,Action,,
2518690,game,Action,,
2518700,demo,,,78
2518710,dlc,Indie,,
2518740,game,,,
2518750,dlc,Action,,
2518770,game,Adventure,,
2518780,,,,
2518790,game,Action,,
2518800,demo,,,
2518810,game,Indie,,
2517830,,,,
2517840,game,Action,,
2517850,game,Action,,
2517860,game,Casual,,
2517870,game,Adventure,,
2517880,game,,,
2517910,game,Casual,,
2517920,game,Casual,,
2517930,dlc,Casual,,
2517940,game,Simulation,,
2517950,dlc,Action,,
2517960,dlc,Action,,
2517970,game,Action,,
2517980,dlc,Action,,
2517990,game,Action,,
2518000,game,RPG,,
2518010,game,Action,,
2518030,dlc,Action,,
2518050,game,,,
2518120,,,,
2518150,game,Animation & Modeling,,
2518160,demo,,,
2518180,demo,,,
2518190,music,,,
2518200,game,Action,,
2518220,dlc,Action,104,
2518230,game,Action,,
2518240,dlc,Action,,
2518250,game,Indie,,
2518260,game,Casual,,
2518270,game,Indie,,
2518280,game,Action,,
2518320,game,RPG,,
2517320,game,,,
2517330,game,Action,,
2517340,game,Adventure,,
2517360,game,Action,,
2517380,dlc,Simulation,,
2517390,music,,,
2517410,game,Adventure,,
2517420,music,,,
2517460,demo,,,
2517470,game,Action,,
2517480,game,,,
2517490,dlc,Indie,,
2517500,game,Action,,
2517510,dlc,RPG,,
2517530,dlc,Indie,,
2517540,dlc,Indie,,
2517550,dlc,Indie,,
2517560,game,Action,,
2517570,dlc,Casual,,
2517580,dlc,Casual,,
2517610,dlc,Indie,,
2517620,music,,,
2517650,dlc,Adventure,,
2517660,dlc,Adventure,,
2517670,game,,,
2517680,game,Action,,
2517710,music,,,
2517720,music,,,
2517730,music,,,
2517740,music,,,
2517760,game,Action,,
2517770,game,Action,,
2517780,game,,,
2517790,game,Casual,,
2517800,game,Action,,
2517810,game,Adventure,,
2517820,,,,
2516820,game,Indie,264,
2516840,dlc,Simulation,,
2516870,game,Adventure,,
2516880,game,,,
2516890,game,Adventure,,
2516900,game,Indie,,
2516910,game,Action,,
2516980,game,Action,,
2517000,game,Action,,
2517010,game,Action,,
2517030,dlc,Indie,,
2517050,game,Action,,
2517060,game,Action,,
2517080,game,Adventure,,
2517090,game,Action,,
2517100,demo,,,
2517120,,,,
2517130,game,Action,,
2517140,game,,,
2517150,game,Action,,
2517160,dlc,Action,,
2517170,dlc,Action,,
2517180,game,Adventure,,
2517190,game,Casual,,
2517210,game,Adventure,,
2517220,game,Action,,
2517240,game,Action,,
2517250,dlc,Adventure,,
2517260,dlc,Adventure,,
2517270,game,Indie,,
2517280,music,,,
2517300,dlc,Adventure,,
2517310,dlc,Adventure,266,
2516320,demo,,,
2516330,demo,,,
2516350,game,Adventure,,
2516360,game,Video Production,,
2516370,dlc,Adventure,,
2516390,game,Action,,
2516400,game,Action,,
2516430,game,Action,,
2516440,,,,
2516460,game,Action,,
2516470,game,Action,,
2516490,game,,,
2516500,game,Casual,,
2516510,game,Action,,
2516530,game,Action,,
2516540,game,Action,,
2516550,game,Action,,
2516560,game,Action,,
2516570,game,Casual,,
2516590,game,Indie,,
2516610,game,Casual,,
2516620,demo,,,
2516650,game,Adventure,,
2516700,game,Indie,,
2516730,dlc,Casual,,
2516740,demo,,,
2516750,game,Action,,
2516770,game,Action,,
2516780,game,Casual,,
2516810,game,Adventure,,
2515820,demo,,,
2515860,game,Adventure,,
2515870,demo,,,
2515910,game,Casual,,
2515920,game,Casual,,
2515940,,,,
2515950,game,Action,,
2515960,game,Action,,
2515970,music,,,
2515990,dlc,Action,860,
2516000,game,,,
2516010,demo,,,
2516020,game,,,
2516030,game,Adventure,,
2516040,game,Adventure,,
2516050,game,Simulation,,
2516080,game,Casual,,
2516090,game,Action,,
2516100,game,Action,,
2516120,music,,,
2516130,game,Casual,,
2516170,game,Action,,
2516180,game,Action,,
2516190,game,Action,,
2516210,music,,,
2516230,dlc,Action,,
2516240,game,Casual,,
2516250,game,,,
2516270,game,Adventure,,
2516280,game,Action,,
2516310,game,Casual,,
2515300,game,Action,,
2515310,game,Adventure,,
2515320,demo,,,
2515330,demo,,,
2515340,game,Action,,
2515360,game,Action,,
2515370,game,Action,,
2515410,game,Action,,
2515440,,,,
2515460,dlc,Indie,110,
2515470,game,Action,,
2515480,game,Adventure,,
2515490,game,RPG,,
2515500,game,Action,,
2515510,demo,,,
2515520,game,Indie,,
2515530,game,Indie,,
2515540,game,Adventure,,
2515570,game,Action,,
2515580,game,Adventure,,
2515600,,,,
2515610,dlc,Action,,
2515620,game,Casual,,
2515660,game,Action,,
2515720,music,,,
2515730,,,,
2515740,dlc,Indie,,
2515750,dlc,Casual,,
2514800,game,Action,,
2514810,demo,,,
2514820,dlc,Simulation,,
2514830,dlc,Simulation,,
2514840,demo,,,
2514850,game,Adventure,,
2514860,dlc,Casual,,
2514880,game,,,
2514910,game,Action,,
2514920,game,Casual,,
2514930,game,Adventure,,
2514940,game,Casual,,
2514950,game,Simulation,,
2514960,game,Adventure,1793,
2514970,game,Adventure,,
2514990,demo,,,
2515010,demo,,,
2515030,game,Adventure,,
2515040,demo,,,
2515050,game,Strategy,,
2515060,game,Action,,
2515070,game,Adventure,289,
2515080,dlc,Action,,
2515090,demo,,,
2515110,game,Action,,
2515120,game,Adventure,,
2515130,game,,,
2515140,game,,,
2515170,demo,,,
2515180,game,Adventure,,
2515190,game,Casual,,
2515210,,,,
2515240,game,Adventure,974,
2515250,demo,,,
2515270,game,RPG,,
2515290,game,Indie,,
2514310,game,Action,,
2514340,game,Action,,
2514360,game,Action,,
2514400,game,Casual,,
2514430,game,Casual,,
2514440,dlc,Action,,
2514450,demo,,,
2514460,game,Action,204,
2514470,game,Casual,,
2514520,demo,,,
2514540,game,Action,,
2514580,game,Casual,,
2514620,game,Indie,,
2514630,game,RPG,,
2514650,game,Indie,,
2514660,dlc,Simulation,,
2514680,game,Adventure,,
2514700,dlc,Simulation,,
2514710,dlc,Simulation,,
2514720,dlc,Simulation,,
2514730,dlc,Simulation,,
2514740,dlc,Simulation,,
2514750,dlc,Simulation,,
2514760,dlc,Simulation,,
2514770,dlc,Simulation,,
2514780,dlc,Simulation,,
2514790,dlc,Simulation,,
2513820,game,,,
2513850,game,Action,,
2513870,,,,
2513890,game,Action,,
2513910,dlc,RPG,,
2513920,demo,,,
2514100,game,Adventure,,
2514120,,,,
2514130,dlc,Action,1109,
2514140,game,Casual,,
2514180,game,Action,,
2514210,,,,
2514220,,,,
2514230,,,,
2514240,,,,
2513250,dlc,Simulation,,
2513270,game,Action,,
2513310,game,Action,,
2513360,game,Casual,,
2513380,game,Adventure,,
2513390,music,,,
2513400,dlc,Action,,
2513430,dlc,Casual,,
2513440,game,Action,,
2513450,music,,,
2513470,dlc,Adventure,,
2513480,,,,
2513490,game,Action,,
2513510,game,Casual,,
2513520,demo,,,
2513540,game,Action,,
2513580,game,Adventure,,
2513590,demo,,,
2513600,music,,,
2513610,,,,
2513620,game,Action,,
2513640,game,Indie,,
2513660,game,Action,,
2513690,music,,,
2513700,game,Casual,,
2513720,demo,,,
2513740,,,,
2513760,dlc,Action,,
2512740,dlc,Casual,,
2512750,game,Action,,
2512810,game,Adventure,,
2512830,game,Action,,
2512840,game,Action,,
2512850,game,Action,,
2512860,game,Strategy,,
2512870,game,Simulation,,
2512900,demo,,,
2512910,game,Action,,
2512920,game,Casual,,
2512930,game,Action,,
2512940,,,,
2512950,,,,
2512960,,,,
2512970,,,,
2512980,,,,
2512990,,,,
2513000,,,,
2513020,music,,,
2513030,dlc,Adventure,,
2513040,game,Action,,
2513050,demo,,,
2513060,game,Casual,,
2513080,game,Indie,,
2513090,game,Adventure,,
2513100,game,Action,,
2513110,game,Action,,
2513130,game,Indie,,
2513140,game,Adventure,,
2513170,game,Action,,
2513180,game,Casual,,
2513200,game,Indie,,
2513220,game,Casual,,
2512220,game,Adventure,,
2512240,demo,,,
2512250,game,Adventure,,
2512260,game,Action,,
2512280,game,Action,,
2512290,game,Casual,,
2512320,dlc,Action,,
2512330,dlc,Action,,
2512340,dlc,Action,,
2512350,dlc,Action,,
2512360,dlc,Action,,
2512370,game,Casual,,
2512400,demo,,,
2512410,,,,
2512430,game,Action,,
2512450,game,Action,,
2512460,game,Casual,,
2512470,demo,,,
2512480,game,Simulation,,
2512490,game,Action,,
2512500,game,Casual,,
2512510,game,Sports,,
2512530,demo,,,
2512540,game,,,
2512550,game,Action,,
2512560,game,Action,,
2512620,game,Adventure,,
2512630,game,Action,,
2512640,demo,,,
2512660,game,Action,,
2512690,game,Action,,
2512700,game,Adventure,,
2512710,demo,,,86
2512720,game,Action,,
2512730,game,Action,,
2511710,music,,,
2511720,game,Adventure,,
2511740,game,Action,,
2511760,game,Action,,
2511770,game,Casual,,
2511780,game,Strategy,,
2511870,game,Action,,
2511880,game,,,
2511890,game,Action,,
2511900,game,Action,,
2511910,game,Adventure,,
2511920,,,,
2511930,game,Action,,
2511940,game,Action,,
2511960,game,Casual,,
2511990,game,Indie,,
2512010,game,Casual,,
2512020,demo,,,
2512030,dlc,Action,,
2512040,game,Casual,,
2512050,game,Action,,
2512060,demo,,,
2512070,game,Casual,,
2512080,game,Indie,,
2512090,game,Simulation,,
2512100,game,Action,,
2512130,dlc,Action,,
2512160,game,Action,,
2512180,dlc,Action,169,
2512190,game,Adventure,188,
2512200,game,Action,156,
2512210,game,Action,,
2511190,dlc,Adventure,,
2511200,game,Adventure,,
2511230,game,Adventure,,
2511260,game,,,
2511270,game,Casual,,
2511290,game,Adventure,,
2511300,game,Action,,
2511340,game,Strategy,,
2511350,game,Indie,,
2511410,game,,,
2511420,game,Action,,
2511430,game,Indie,,
2511440,game,Casual,,
2511450,game,Casual,,
2511460,dlc,Simulation,,
2511470,dlc,Simulation,,
2511480,dlc,Simulation,,
2511500,game,Strategy,682,
2511540,demo,,,
2511550,game,Adventure,,
2511560,demo,,,
2511570,game,Adventure,,
2511580,dlc,Adventure,142,
2511590,dlc,Adventure,,
2511600,game,Adventure,,
2511610,game,Casual,,
2511620,game,Indie,,
2511630,dlc,Adventure,,
2511650,game,Action,,
2511660,game,Action,,
2511670,demo,,,
2511690,demo,,,
2510670,game,Indie,,
2510680,game,Strategy,,
2510700,dlc,Indie,,
2510710,game,Action,,
2510730,game,Action,,
2510750,demo,,,
2510760,game,Action,,
2510770,game,Adventure,1104,
2510780,game,Adventure,,
2510820,game,Action,,
2510830,game,Adventure,,
2510840,dlc,Adventure,,
2510850,game,Action,,
2510860,game,Strategy,,
2510880,game,Action,,
2510890,game,Adventure,140,
2510920,dlc,Action,,
2510930,dlc,Action,,
2510940,dlc,Action,,
2510950,game,Casual,,
2510970,game,Casual,,
2511010,game,Strategy,,
2511020,demo,,,
2511030,game,,290,
2511040,game,Massively Multiplayer,,
2511050,game,Action,,
2511060,game,Action,,
2511110,game,Action,,
2511120,game,Casual,,
2511130,game,Simulation,,
2511140,demo,,,
2511160,game,Casual,,
2511170,dlc,Simulation,,
2510170,game,Action,,
2510180,game,Indie,,
2510190,demo,,,
2510200,music,,,
2510210,game,Simulation,,
2510220,game,Action,,
2510230,dlc,Casual,,
2510240,game,,,
2510420,game,Action,,
2510490,game,Adventure,,
2510510,game,Indie,,
2510520,music,,,
2510530,dlc,Casual,,
2510540,game,Action,,
2510550,game,,,
2510570,game,Action,,
2510580,demo,,,
2510600,game,,,
2510620,dlc,Action,,
2510640,dlc,Action,,
2510660,game,Casual,,
2509660,game,Action,,
2509670,,,,
2509680,music,,,
2509690,game,Action,,
2509700,game,Casual,,
2509710,game,Indie,,
2509720,game,Action,,
2509740,music,,,
2509750,dlc,Adventure,,
2509760,dlc,Adventure,,
2509770,dlc,Adventure,,
2509780,dlc,Adventure,,
2509800,game,Action,,
2509810,demo,,,
2509820,game,Indie,,
2509830,game,Action,,
2509840,game,Casual,,
2509850,game,Casual,,
2509860,,,,
2509870,game,Adventure,,
2509880,game,,,
2509890,music,,,
2509920,game,Adventure,,
2509930,dlc,Casual,,
2509970,demo,,,
2509980,demo,,,
2510010,game,Action,,
2510040,game,Casual,,
2510050,game,Simulation,,
2510060,game,Action,,
2510070,music,,,
2510130,game,Simulation,,
2510140,dlc,Action,,
2510150,dlc,Casual,,
2510160,game,Action,,
2509150,game,Indie,,
2509160,dlc,Simulation,,
2509170,dlc,Simulation,,
2509190,game,Casual,,
2509210,game,Action,,
2509220,demo,,,
2509240,game,Casual,,
2509250,,,,
2509270,game,Action,,
2509280,game,Action,,
2509290,game,Racing,,
2509300,music,,,
2509310,dlc,Adventure,,
2509320,game,Adventure,,
2509330,game,Action,,
2509340,game,Action,,
2509350,dlc,Action,,
2509360,game,Action,,
2509370,game,Action,,
2509380,game,Action,,
2509390,music,,,
2509420,game,Casual,,
2509430,music,,,
2509460,game,Adventure,,
2509470,game,,,
2509500,game,Casual,,
2509510,demo,,,
2509530,game,Action,,
2509550,game,Casual,,
2509570,game,Casual,,
2509610,game,Action,,
2509630,game,,,
2509650,game,Casual,,
2508640,game,Action,,
2508650,,,,
2508660,demo,,,
2508680,game,Action,,
2508690,game,Casual,,
2508710,demo,,,
2508720,game,Action,,
2508730,game,Action,,
2508740,game,Strategy,,
2508760,music,,,
2508800,dlc,Casual,,
2508810,game,Action,,
2508820,music,,,
2508830,dlc,Casual,,
2508840,music,,,
2508850,dlc,Action,,
2508860,dlc,Action,,
2508870,game,Adventure,,
2508880,game,Casual,,
2508890,game,Action,,
2508900,dlc,Casual,,
2508930,music,,,
2508940,game,Action,,
2508950,game,Action,,
2508960,game,Adventure,,
2508970,game,Indie,,
2508980,game,Action,,
2509000,music,,,
2509010,dlc,Simulation,,
2509020,demo,,,
2509050,game,Casual,,
2509060,demo,,,
2509070,game,Adventure,,
2509090,,,,
2509110,game,Casual,,
2509120,game,Action,,
2509130,game,Casual,,
2508130,game,Casual,,
2508140,dlc,Action,,
2508150,game,Indie,,
2508210,game,Adventure,,
2508220,game,Simulation,,
2508230,game,Action,,
2508240,dlc,Adventure,,
2508270,game,,,
2508280,game,Simulation,,
2508290,game,Action,,
2508300,dlc,Indie,,
2508320,dlc,Indie,,
2508330,music,,,
2508340,demo,,,
2508360,game,Animation & Modeling,,
2508370,dlc,Action,,
2508380,dlc,Action,,
2508390,dlc,Action,,
2508400,game,Adventure,,
2508410,game,Casual,,
2508420,game,Action,,
2508450,game,Indie,,
2508460,game,Action,,
2508480,demo,,,
2508490,music,,,
2508500,dlc,Indie,,
2508510,dlc,Indie,,
2508520,dlc,Indie,,
2508540,dlc,Indie,,
2508550,game,Adventure,,
2508560,game,Adventure,,
2508580,game,Indie,,
2508590,demo,,,
2508600,demo,,,
2508610,game,Adventure,,
2508630,game,Casual,,
2507600,,,,
2507630,game,Adventure,,
2507640,game,Indie,,
2507650,game,Action,,
